Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
18/11/2022,"14,192","9,730",179,"16,351","3,768",60
20/08/2022,"3,257","5,240",0,"7,161",0,19
05/08/2020,"11,328","5,680",168,"11,624","5,320",55
28/08/2021,735,566,0,"1,081",0,7
29/11/2021,"10,741","6,438",181,"11,422","4,195",51
29/03/2021,"15,448","8,964",283,"16,476","5,744",70
25/06/2024,"15,358","10,217",325,"18,228","4,487",54
23/05/2021,"2,135","3,430",0,"4,664",0,54
27/03/2021,"3,224","5,581",0,"6,530",0,19
02/10/2019,"15,001","12,534",458,"24,050",0,0
09/12/2019,"16,216","10,994",428,"22,018","3,790",0
19/02/2023,"2,750","7,532",0,"8,097",0,17
05/09/2023,"15,995","10,805",387,"20,085","4,808",61
23/01/2020,"12,963","9,891",448,"19,874",0,0
23/12/2021,"6,891","4,653",83,"8,183",0,28
27/05/2024,"2,790","4,347",0,"6,192",0,13
03/08/2021,"15,630","8,950",323,"16,981","5,399",49
25/05/2021,"16,514","9,619",328,"17,408","5,388",88
07/02/2023,"16,880","11,128",346,"20,140","6,132",127
12/08/2019,"18,699","11,379",470,"24,549","5,823",0
14/09/2021,"2,367",936,23,"2,300",0,22
30/05/2021,"2,123","3,480",0,"4,871",0,33
29/12/2020,"4,909","3,966",15,"5,777",0,37
08/10/2022,"3,193","5,198",0,"6,824",0,23
24/10/2023,"16,885","10,819",404,"19,566","5,203",61
07/01/2024,"2,504","4,610",0,"5,468",0,28
13/01/2023,"10,558","8,270",188,"13,371",0,43
30/03/2020,"3,175","1,776",83,"4,246",66,1
12/01/2020,"2,284","3,285",0,"4,916",0,1
09/03/2024,"4,486","6,634",0,"9,896",0,21
22/10/2022,"2,859","4,365",0,"6,086",0,16
20/01/2022,"6,598","4,140",93,"7,647",0,34
08/11/2022,"15,211","9,628",263,"16,764","4,334",72
21/11/2019,"18,011","11,230",438,"23,009","5,362",1
08/08/2021,"1,956","3,094",0,"4,346",0,26
04/07/2022,"8,969","7,382",204,"12,245",0,52
10/07/2022,"1,859","3,402",0,"4,810",0,14
13/09/2019,"18,071","12,974",336,"23,475","5,376",0
03/06/2022,"12,913","8,520",193,"14,151","4,191",51
27/12/2021,"1,561","2,038",0,"3,406",3,20
27/02/2020,"21,070","13,081",488,"28,678","6,435",0
08/02/2022,"12,201","6,345",135,"11,943","5,865",84
10/08/2019,"4,836","5,422",0,"7,219",0,0
24/05/2020,"1,196","1,694",0,"2,551",0,0
04/12/2022,"2,481","4,081",0,"5,865",0,19
22/12/2022,"9,127","6,749",150,"11,528",0,73
01/07/2023,"3,681","5,526",0,"8,276",0,17
22/12/2021,"8,074","5,410",122,"9,419",0,55
22/01/2020,"13,661","10,327",456,"20,720",0,0
17/10/2022,"14,247","9,179",244,"15,913","4,754",78
01/06/2020,"1,322","1,648",0,"2,850",0,1
14/11/2023,"16,134","10,950",363,"19,270","4,862",84
22/01/2024,"12,072","9,019",333,"15,175",0,81
23/10/2021,"1,832","2,356",0,"3,703",0,15
05/03/2023,"2,729","4,356",0,"6,234",0,23
06/07/2023,"11,291","9,204",302,"15,537",0,60
15/07/2024,"11,369","8,161",275,"15,282",0,74
16/03/2024,"4,702","7,521",0,"10,690",1,21
19/04/2024,"12,975","10,718",298,"17,709",0,83
25/12/2023,315,"1,028",0,759,0,0
02/04/2023,"2,523","4,367",0,"6,804",0,15
23/09/2023,"4,117","7,197",0,"9,681",0,29
04/04/2020,943,877,0,"1,592",0,0
02/02/2020,"2,861","3,732",0,"5,437",0,0
07/04/2024,"2,814","5,058",0,"6,904",0,26
09/06/2023,"15,029","10,092",263,"17,269","4,393",74
25/04/2020,863,944,0,"1,540",0,0
08/04/2022,"12,639","7,956",190,"13,976","4,039",48
18/06/2020,"9,658","5,267",151,"10,691","4,895",7
11/06/2021,"14,834","9,153",210,"16,181","4,912",58
13/08/2024,"17,482","11,274",369,"21,350","4,838",75
20/05/2023,"3,846","5,946",0,"7,858",0,19
16/11/2022,"14,257","9,527",281,"16,565","4,184",98
12/11/2021,"9,123","5,189",113,"9,312","3,660",57
04/11/2023,"4,057","5,780",0,"8,807",0,26
15/04/2023,"3,868","5,739",0,"7,922",0,24
26/11/2021,"10,451","6,524",113,"11,230","3,746",63
01/05/2023,"15,828","10,402",327,"18,694","5,447",73
28/07/2019,"4,187","4,398",0,"5,751",0,3
23/08/2024,"16,418","10,875",266,"19,091","4,616",66
23/08/2020,"1,657","2,419",0,"3,710",0,21
13/04/2021,"11,968","8,770",313,"15,654",0,70
29/03/2024,"1,682","4,101",0,"4,065",0,10
08/05/2021,"3,305","4,974",0,"6,662",0,35
10/06/2023,"3,736","5,793",0,"7,739",0,16
29/10/2019,"18,619","12,012",461,"24,841","5,947",0
31/12/2020,"5,296","4,955",12,"5,831",0,34
07/09/2019,"4,965","6,261",0,"7,801",0,0
30/09/2022,"10,526","9,139",138,"14,264",0,72
26/09/2023,"12,828","11,047",324,"18,995",0,61
17/02/2023,"16,365","13,887",252,"20,392","5,262",94
26/03/2022,"3,022","4,629",0,"6,642",0,19
03/02/2022,"11,957","6,060",114,"11,081","5,967",50
20/01/2020,"11,782","9,473",346,"18,310",0,0
15/02/2024,"18,944","11,412",354,"21,118","6,354",103
16/12/2020,"12,534","8,169",227,"13,561",979,53
05/02/2024,"16,684","9,629",350,"18,049","4,819",99
05/01/2024,"9,662","9,746",146,"11,635",0,116
21/08/2023,"15,616","10,487",364,"19,386","4,704",162
20/06/2020,"1,998","3,158",0,"4,367",0,7
18/08/2020,"11,925","5,890",174,"11,641","5,133",83
21/10/2020,"13,539","6,988",285,"13,699","5,329",49
11/12/2019,"17,135","11,696",415,"22,494","2,750",0
21/01/2023,"3,561","6,983",0,"7,272",0,25
16/01/2022,"1,602","2,180",0,"3,427",0,15
13/09/2023,"16,428","11,052",358,"19,750","4,760",75
05/10/2023,"12,733","10,257",312,"17,789",0,54
26/01/2020,"2,681","4,215",0,"5,776",0,2
14/08/2024,"17,174","11,025",351,"20,487","4,889",51
31/07/2023,"15,938","10,820",386,"19,660","4,862",84
07/07/2019,"4,065","4,332",0,"5,426",0,0
30/10/2021,"2,254","3,294",0,"4,623",0,11
22/10/2023,"2,698","4,627",0,"6,518",0,20
29/08/2019,"19,565","12,286",427,"25,376","5,492",0
22/04/2023,"3,796","6,505",0,"8,581",0,14
18/03/2021,"16,701","9,561",315,"18,249","5,861",85
21/12/2023,"11,612","8,381",245,"14,129",0,80
22/03/2021,"15,025","8,181",290,"15,489","5,451",62
30/12/2022,"6,087","4,489",17,"6,931",0,34
03/09/2023,"2,449","4,609",0,"6,658",0,26
11/09/2019,"18,887","11,664",446,"24,581","5,779",2
02/07/2019,"16,895","10,656",409,"21,715","3,993",0
24/03/2024,"2,919","4,989",0,"7,052",0,20
30/05/2020,"1,736","2,559",0,"3,662",0,2
20/01/2024,"4,044","5,834",0,"7,458",0,26
27/12/2019,"5,852","4,999",21,"7,343",0,0
14/12/2023,"14,324","10,223",304,"17,282",771,59
30/10/2019,"18,782","11,736",451,"25,038","5,822",0
09/07/2022,"2,878","4,941",0,"5,986",0,16
11/11/2022,"14,462","9,657",209,"16,327","3,927",54
29/11/2020,"2,133","3,417",0,"4,919",0,21
16/07/2024,"11,828","9,388",299,"16,126",0,60
08/09/2021,"2,191",928,22,"2,114",0,22
28/02/2024,"19,621","12,291",432,"22,583","6,050",90
10/06/2020,"9,267","4,752",127,"9,748","5,022",1
03/10/2023,"12,225","10,204",307,"17,980",0,63
14/03/2020,"3,163","4,956",0,"7,621",0,0
09/04/2023,"1,975","3,692",0,"5,264",0,11
22/05/2020,"6,527","3,109",81,"6,952","2,402",0
10/05/2021,"15,851","9,073",303,"17,096","5,369",90
30/11/2019,"3,801","6,095",0,"8,498",0,0
22/02/2020,"4,676","15,154",0,"14,048",4,0
23/03/2024,"4,405","6,986",0,"9,018",0,29
20/09/2020,"1,727","2,345",0,"3,534",0,18
16/08/2020,"1,760","2,609",0,"3,573",0,22
12/05/2022,"12,449","7,602",250,"13,954","4,386",56
24/05/2023,"15,945","10,982",373,"19,285","4,931",61
24/02/2021,"16,729","9,315",333,"17,840","6,105",95
18/08/2022,"12,858","8,812",223,"15,507","1,731",47
04/07/2023,"10,995","8,859",343,"15,424",0,61
03/04/2022,"2,052","3,363",0,"5,203",0,56
24/11/2023,"14,997","10,483",258,"18,507","4,237",80
29/03/2023,"15,149","10,538",346,"18,834","5,110",86
24/08/2022,"14,179","9,035",269,"16,214","4,414",67
16/03/2021,"16,977","9,505",328,"18,352","5,813",75
14/07/2020,"6,654","5,072",119,"9,775",0,4
18/10/2023,"17,130","11,051",384,"20,557","5,272",77
15/09/2019,"3,921","5,051",0,"6,608",0,14
15/02/2023,"17,335","11,438",338,"20,661","5,694",108
18/02/2024,"3,263","6,234",0,"8,031",0,19
27/07/2023,"16,528","11,498",309,"19,857","4,836",116
03/12/2022,"3,769","5,702",0,"8,372",0,49
15/01/2022,"2,138","2,727",0,"4,133",0,16
31/12/2023,"2,389","4,620",0,"5,641",0,8
21/04/2024,"2,710","4,752",0,"6,433",0,22
29/07/2020,"11,780","6,020",185,"11,809","5,454",44
04/09/2019,"18,691","11,263",464,"24,375","5,600",1
25/10/2019,"18,034","12,547",327,"24,658","5,082",44
02/06/2023,"15,276","10,321",282,"17,779","4,674",78
09/02/2021,"16,667","9,031",301,"17,252","6,533",75
17/04/2023,"11,622","9,407",329,"16,589",0,61
25/10/2022,"15,055","9,619",248,"17,153","4,420",82
04/07/2019,"16,604","10,445",437,"21,868","3,576",0
25/07/2021,"1,869","2,673",0,"4,102",0,20
21/10/2023,"4,420","6,739",0,"8,622",0,22
30/07/2020,"11,668","5,992",134,"11,538","5,341",70
19/01/2021,"10,546","5,565",283,"13,358",0,49
07/06/2020,"1,349","2,101",0,"2,884",0,1
31/03/2022,"13,451","8,495",248,"15,075","4,955",62
12/12/2022,"10,669","7,677",230,"13,056",542,74
14/08/2023,"15,304","10,222",378,"19,000","4,492",81
08/03/2021,"2,252","3,175",0,"4,576",0,24
29/09/2019,"2,781","5,347",0,"7,669",0,3
17/08/2024,"4,891","5,814",0,"8,241",0,22
12/02/2020,"20,332","12,188",475,"26,961","7,082",0
08/07/2019,"13,078","9,442",422,"18,848",0,0
06/06/2020,"1,832","2,808",0,"3,956",0,2
21/05/2020,"6,428","3,096",79,"6,671","2,663",0
10/08/2022,"14,125","9,218",193,"16,583","4,486",52
19/09/2022,"13,602","9,159",223,"15,491","4,288",111
28/11/2021,"1,820","2,837",0,"4,416",0,20
16/01/2023,"11,079","7,737",251,"14,190",0,48
03/02/2023,"15,774","10,575",258,"17,906","5,667",64
17/07/2019,"13,768","10,689",428,"20,550",0,0
20/02/2022,"2,036","3,038",0,"4,399",0,21
17/10/2020,"2,703","3,865",0,"5,492",0,15
10/07/2019,"13,856","10,066",421,"19,502",0,1
02/03/2024,"4,603","7,170",0,"10,062",0,15
07/09/2024,"4,607","6,317",0,"8,659",0,21
31/12/2019,"5,756","4,911",30,"7,016",0,1
11/12/2020,"12,982","8,995",195,"14,731","2,279",58
22/04/2020,"3,015","1,756",40,"3,826",0,0
26/06/2020,"9,324","6,000",120,"10,843","4,499",2
12/01/2021,"6,121","5,468",127,"7,538",0,16
13/06/2020,"1,895","2,954",0,"4,199",0,0
04/04/2021,"1,744","2,986",0,"3,891",0,23
12/03/2022,"3,099","4,842",0,"6,933",0,21
20/06/2022,"11,883","8,121",231,"13,980","3,991",47
15/07/2021,"14,865","8,811",276,"15,373","5,263",88
21/10/2022,"13,653","9,277",190,"15,335","4,210",127
06/05/2024,"17,101","10,793",357,"19,639","5,710",68
18/01/2024,"12,049","9,418",302,"15,595",0,77
24/06/2021,"12,056","7,920",282,"14,017","3,271",66
03/05/2021,"16,093","8,837",314,"16,855","5,557",54
30/05/2022,"1,652","2,453",0,"3,643",0,13
03/03/2020,"19,623","12,961",514,"27,706","2,551",0
26/05/2023,"15,122","10,315",255,"17,572","4,608",70
18/12/2020,"11,979","8,632",207,"13,934",619,57
30/11/2023,"15,365","10,535",327,"18,023","3,973",77
06/06/2024,"16,242","9,950",305,"18,375","4,846",83
01/01/2021,"1,256","2,434",0,"2,608",0,13
19/08/2024,"16,804","10,456",312,"19,296","4,748",89
07/09/2022,"14,107","9,135",266,"15,984","4,338",69
20/04/2022,"9,682","7,575",238,"13,207",0,48
08/08/2020,"1,762","2,550",0,"4,264",0,17
31/07/2024,"17,434","11,498",342,"20,937","4,846",77
28/11/2020,"3,122","4,606",0,"6,059",0,16
15/09/2024,"2,612","4,609",0,"7,040",0,25
14/06/2024,"16,193","9,984",237,"17,784","4,826",57
03/08/2023,"16,472","11,773",320,"20,434","4,769",113
25/07/2022,"12,959","8,398",208,"14,429","4,763",51
22/09/2023,"15,586","11,462",268,"19,346","3,798",51
09/11/2020,"13,296","6,869",242,"13,461","4,768",52
28/01/2024,"2,723","4,251",0,"5,870",0,21
16/05/2024,"17,970","11,262",312,"20,001","5,113",92
12/09/2021,538,501,0,"1,059",0,8
24/08/2024,"4,728","6,362",0,"8,397",0,21
16/06/2021,"14,752","8,957",301,"16,002","4,916",68
16/07/2022,"2,823","4,503",0,"6,346",0,19
16/11/2023,"16,244","10,551",322,"19,043","4,824",79
17/01/2023,"11,574","8,730",275,"15,009",0,59
23/10/2019,"18,895","12,716",467,"26,133","5,445",0
07/02/2020,"19,368","12,300",382,"24,486","6,794",0
30/07/2021,"15,531","9,164",236,"16,405","5,201",62
31/10/2019,"19,023","12,231",424,"24,632","5,652",0
13/03/2023,"2,663","4,465",0,"6,395",0,8
29/07/2022,"13,216","8,693",178,"14,737","4,336",59
22/07/2021,"15,589","9,013",292,"16,465","5,461",114
29/06/2021,"10,292","7,197",279,"13,043",0,37
21/05/2022,"3,102","4,821",0,"6,478",0,19
06/10/2022,"9,972","8,005",194,"13,508",0,62
18/05/2021,"16,492","9,542",350,"17,753","5,362",69
02/11/2023,"16,156","9,339",278,"18,770","4,909",73
02/07/2022,"2,463","4,217",0,"5,900",0,26
18/04/2020,985,"1,364",0,"1,830",0,0
24/07/2021,"2,866","3,814",0,"5,721",0,77
22/09/2022,"2,171","4,388",0,"5,727",0,18
02/05/2023,"16,492","11,321",419,"20,342","5,357",78
26/02/2024,"18,130","11,446",408,"20,579","5,812",68
31/07/2020,"11,670","6,433",131,"11,738","4,386",46
02/12/2019,"15,928","10,800",441,"22,012","5,002",0
26/02/2020,"20,972","13,015",478,"28,359","6,518",1
01/09/2022,"14,390","9,107",221,"16,216","4,235",38
02/08/2023,"16,567","11,589",367,"20,965","4,713",102
31/05/2021,"2,302","3,116",0,"4,712",0,25
25/09/2022,"2,195","4,683",0,"6,002",0,19
09/09/2022,"11,324","5,298",182,"14,359","1,154",56
16/02/2024,"17,945","12,473",262,"20,870","5,612",108
29/06/2020,"8,594","5,084",149,"10,213","3,530",3
30/07/2024,"17,479","11,537",368,"21,068","5,059",77
31/03/2023,"15,474","10,997",264,"19,069","4,840",61
07/06/2024,"15,710","9,714",230,"17,105","4,727",69
28/09/2019,"3,638","7,256",0,"9,799",0,4
29/07/2024,"16,772","10,399",313,"19,741","5,099",78
28/03/2021,"2,286","3,552",0,"4,928",0,31
02/04/2024,"16,801","10,330",410,"19,969","5,478",142
28/06/2023,"12,261","9,066",350,"15,805","2,574",68
12/11/2019,"18,612","12,023",481,"24,790","5,741",10
01/04/2023,"4,092","5,835",0,"8,656",0,28
08/03/2024,"17,752","11,944",318,"21,830","5,580",92
15/08/2021,525,526,0,906,0,10
13/04/2023,"11,910","9,464",324,"16,443",0,57
24/12/2021,"4,877","3,422",29,"6,010",0,25
23/02/2022,"13,157","7,269",161,"13,136","5,415",100
10/10/2019,"14,887","11,849",389,"23,700",0,0
02/09/2023,"3,959","6,385",0,"9,125",0,13
03/10/2022,"2,168","4,046",0,"5,659",0,13
15/03/2021,"16,570","9,384",354,"17,731","5,693",57
08/04/2021,"11,836","8,604",262,"15,243",0,69
09/11/2022,"15,356","9,747",284,"16,491","4,341",71
25/04/2024,"2,425","4,726",0,"6,122",0,19
26/07/2021,"14,918","8,563",295,"15,651","5,557",57
26/11/2022,"4,063","9,014",0,"8,471",0,26
15/11/2022,"14,825","9,797",261,"16,820","4,113",71
27/07/2020,"9,904","4,865",157,"9,922","5,038",25
25/08/2023,"15,613","11,094",296,"19,360","4,445",74
16/10/2019,"19,025","12,516",435,"26,062","5,862",1
21/07/2020,"11,431","5,706",148,"11,239","5,160",29
03/10/2021,594,691,0,"1,311",0,10
22/05/2021,"3,257","4,849",0,"6,541",0,42
31/01/2023,"15,316","10,196",297,"17,918","3,664",54
02/09/2022,"13,829","9,212",152,"15,371","4,291",53
19/09/2023,"16,511","11,677",357,"20,607","4,863",75
03/03/2024,"2,954","5,261",0,"7,208",0,23
12/06/2024,"17,166","10,623",364,"19,041","5,116",70
31/10/2021,"1,558","2,212",0,"3,307",0,16
13/06/2024,"16,966","10,391",343,"18,676","4,888",94
15/12/2020,"12,627","8,322",266,"14,088","1,135",46
19/11/2023,"2,852","4,704",0,"6,737",0,20
05/02/2020,"19,625","11,974",423,"25,010","7,208",0
15/01/2021,"10,317","5,360",175,"12,170",0,47
05/07/2021,"10,261","7,354",256,"13,077",0,27
26/08/2024,"16,344","10,408",323,"19,329","4,935",65
13/08/2019,"19,097","12,372",468,"26,757","5,716",0
31/03/2024,"2,282","4,375",0,"5,925",0,6
11/01/2021,"4,199","5,553",110,"3,843",0,2
02/06/2021,"16,489","9,620",305,"17,913","5,512",110
27/01/2021,"10,770","7,068",282,"13,369",0,51
29/05/2024,"17,508","10,878",389,"19,124","5,264",66
19/12/2021,"1,585","2,348",0,"3,549",0,40
07/11/2019,"18,777","12,046",473,"24,991","5,639",0
12/07/2020,"1,381","2,284",0,"3,311",0,2
05/06/2021,"3,279","4,610",0,"6,389",0,37
05/11/2020,"12,251","6,152",212,"12,220","4,789",54
10/06/2022,"12,698","8,385",193,"14,180","3,862",48
03/11/2023,"16,077","10,796",259,"18,509","4,585",70
03/11/2022,"14,796","9,131",232,"16,373","4,190",88
24/05/2024,"16,631","10,638",252,"18,396","4,345",63
10/09/2024,"16,727","10,665",366,"19,896","4,629",73
05/04/2020,746,744,0,"1,289",0,3
11/05/2024,"4,207","5,358",0,"7,194",0,16
26/09/2024,9,0,0,0,2,0
06/01/2022,"5,438","3,846",50,"6,286",0,26
27/05/2020,"7,619","3,700",99,"7,974","4,084",1
28/12/2022,"5,505","4,082",20,"6,369",0,41
14/02/2024,"19,121","11,890",418,"22,017","6,312",134
25/06/2023,"2,380","4,256",0,"5,770",0,24
09/05/2021,"2,063","3,493",0,"4,627",0,24
25/02/2021,"16,339","9,267",301,"17,560","5,829",110
29/08/2020,"2,266","3,880",0,"5,153",0,14
11/10/2019,"14,293","12,071",285,"22,457",0,0
06/04/2021,"11,113","8,226",318,"14,590",0,59
26/09/2020,"2,377","3,749",0,"5,286",0,17
26/12/2019,"2,804","4,987",0,"6,726",0,0
09/07/2021,"10,476","8,172",193,"13,363",0,40
11/10/2020,"1,846","2,842",0,"4,107",0,45
04/02/2020,"19,116","11,690",498,"25,242","6,225",0
24/10/2022,"13,910","8,787",282,"15,422","4,451",85
16/09/2022,"13,366","9,265",183,"15,208","3,998",62
11/01/2024,"11,477","8,637",262,"14,897",0,63
07/10/2020,"8,928","5,773",228,"10,638",0,40
25/01/2024,"12,196","9,485",273,"16,331",0,76
28/02/2022,"13,125","6,930",161,"13,403","5,547",71
05/12/2020,"3,054","4,333",0,"6,090",0,29
13/10/2021,"2,732","1,229",28,"2,777",0,29
05/07/2020,"1,596","2,702",0,"3,585",0,3
21/09/2020,"12,177","5,935",200,"11,947","5,022",49
18/09/2022,"2,108","3,922",0,"5,466",0,11
20/02/2024,"19,124","12,459",391,"22,628","5,916",110
24/04/2024,"13,733","10,679",359,"18,766",0,73
14/12/2019,"3,821","6,422",0,"8,312",0,0
27/11/2019,"17,817","11,681",432,"23,824","5,138",135
18/10/2019,"18,448","12,685",370,"25,368","5,421",1
29/01/2021,"9,839","6,673",200,"11,929",0,50
16/06/2020,"9,492","4,940",152,"10,258","4,880",3
26/05/2022,"14,094","9,156",236,"15,478","4,057",76
21/08/2020,"10,782","5,601",151,"10,671","4,802",58
06/07/2021,"10,113","7,544",270,"13,375",0,41
09/05/2023,"16,463","11,195",398,"19,820","5,055",63
11/01/2020,"3,059","4,677",0,"6,433",0,2
29/02/2024,"19,155","12,292",353,"22,322","5,779",108
16/07/2021,"13,721","8,248",209,"14,637","4,720",66
28/06/2021,"9,512","6,550",230,"12,511",0,49
16/08/2022,"13,948","8,799",230,"16,341","4,461",46
16/05/2022,"13,615","7,662",224,"14,577","4,462",55
14/05/2020,"4,340","2,420",75,"5,365",891,2
24/06/2023,"3,687","5,589",0,"7,355",0,29
12/07/2019,"12,614","9,413",344,"18,057",0,1
11/05/2021,"16,561","9,506",347,"17,516","5,581",90
20/06/2021,"1,947","3,298",0,"4,742",0,22
26/09/2021,563,599,0,"1,176",0,5
12/10/2020,"12,751","6,503",215,"12,624","5,522",102
05/12/2022,"13,053","9,071",259,"15,430","2,872",63
08/08/2023,"16,636","11,895",405,"21,512","3,997",94
24/07/2020,"11,450","6,212",124,"11,382","5,209",43
03/01/2024,"9,006","6,499",196,"11,081",0,46
28/09/2023,"12,856","11,739",275,"19,070",0,56
21/08/2022,"2,075","3,712",0,"5,306",0,19
21/09/2024,28,832,0,64,0,0
11/08/2019,"3,707","3,943",0,"5,770",0,1
23/02/2023,"16,954","11,357",323,"21,285","5,182",120
18/12/2022,"2,487","4,070",0,"5,647",0,35
20/07/2024,"3,685","4,670",0,"6,703",0,14
19/02/2022,"3,023","4,443",0,"5,958",0,32
12/12/2020,"3,187","5,177",0,"6,380",0,16
18/07/2024,"12,322","9,647",291,"16,458",0,72
14/07/2022,"9,513","7,978",200,"12,749",0,53
07/11/2020,"2,897","4,034",0,"5,741",0,25
25/10/2023,"16,581","11,075",363,"19,813","5,140",60
02/04/2022,"2,751","4,433",0,"6,021",0,15
07/05/2024,"18,103","11,758",382,"20,829","5,540",85
08/03/2020,"3,154","4,829",0,"6,895",0,1
25/12/2020,172,451,0,356,0,0
01/11/2023,"15,949","10,451",341,"19,032","5,006",74
12/03/2024,"19,088","12,106",398,"22,339","6,038",101
21/10/2021,"5,132","2,380",48,"5,301",0,38
10/12/2020,"13,171","8,634",237,"14,607","2,553",56
30/08/2020,"1,841","2,713",0,"3,867",0,27
29/12/2023,"6,889","5,020",22,"7,867",0,33
04/05/2024,"4,856","6,139",0,"8,444",0,22
21/06/2020,"1,379","2,289",0,"3,172",0,3
08/06/2021,"16,301","9,571",334,"17,376","5,389",66
12/03/2020,"19,980","12,347",447,"27,428","6,141",0
25/03/2022,"13,446","8,656",182,"15,567","4,428",49
22/07/2019,"18,376","11,664",440,"24,147","5,332",0
25/03/2021,"16,955","9,822",328,"18,354","5,521",88
12/12/2023,"14,886","10,356",352,"17,925","1,057",89
09/06/2024,"2,785","4,826",0,"6,671",0,18
22/08/2023,"16,136","11,369",356,"20,456","4,731",72
13/08/2022,"3,097","4,934",0,"6,808",0,21
26/10/2023,"16,819","10,938",324,"19,802","5,116",81
16/07/2023,"2,532","4,481",0,"6,468",0,21
17/06/2022,"12,574","8,810",194,"14,281","4,069",44
08/02/2020,"3,711","5,888",0,"7,675",0,0
09/08/2023,"16,458","12,116",393,"20,886","4,575",149
09/10/2021,954,893,0,"1,730",0,5
14/02/2021,"2,452","3,681",0,"5,320",0,23
18/05/2020,"5,686","2,707",85,"6,389","1,986",0
07/04/2023,"1,146","2,347",0,"3,058",0,11
26/05/2020,"7,414","3,709",110,"7,828","4,010",1
26/08/2020,"11,782","5,909",175,"11,980","5,235",37
24/01/2023,"11,675","8,849",276,"15,200",0,60
01/02/2024,"17,873","10,488",352,"18,306","4,558",71
26/08/2023,"4,105","7,011",0,"8,653",0,13
15/06/2021,"15,462","9,377",309,"16,887","5,069",79
18/09/2019,"19,573","12,757",419,"26,092","5,731",0
10/11/2019,"2,744","4,584",0,"6,673",0,1
20/10/2022,"15,110","9,605",244,"17,024","4,531",113
06/08/2019,"19,528","12,403",474,"26,649","5,947",0
05/04/2023,"16,759","10,913",355,"19,340","4,987",84
13/03/2021,"3,272","3,524",0,"6,628",0,26
23/06/2022,"12,406","8,506",244,"14,809","3,999",74
18/05/2023,"16,171","11,091",335,"19,269","5,070",118
18/02/2022,"12,716","7,199",127,"12,989","5,208",59
30/01/2021,"2,963","4,235",0,"5,929",0,34
10/03/2022,"13,773","7,887",184,"15,192","5,233",85
28/07/2023,"15,294","10,730",262,"18,223","4,694",77
12/07/2022,"9,556","7,802",229,"12,924",0,54
06/04/2022,"14,261","8,349",249,"15,143","4,690",68
11/07/2020,"1,822","2,998",0,"4,270",0,3
30/06/2022,"11,479","8,122",225,"14,257","1,309",68
04/11/2019,"18,178","11,601",452,"24,231","5,833",0
03/07/2019,"16,613","10,658",427,"22,025","3,638",0
09/12/2021,"11,059","6,942",199,"12,064","2,369",52
18/09/2023,"15,571","10,509",381,"18,959","4,805",57
27/12/2023,"5,809","4,327",28,"7,040",0,30
14/06/2021,"2,043","3,204",0,"4,470",0,12
31/08/2019,"5,683","6,736",0,"9,225",2,1
07/05/2023,"2,010","3,260",0,"4,904",0,18
02/10/2021,888,774,0,"1,425",0,12
10/02/2024,"4,320","8,460",0,"8,832",0,22
05/01/2023,"8,541","7,632",141,"11,050",0,42
24/07/2024,"17,528","11,488",385,"20,156","5,190",79
20/07/2021,"15,046","8,528",328,"15,468","5,450",66
21/07/2023,"15,700","10,657",200,"18,176","4,714",151
06/02/2020,"20,061","11,865",477,"25,312","7,234",0
05/01/2021,"8,057","6,167",166,"9,725",0,39
01/04/2024,"2,631","4,139",0,"6,241",0,23
19/08/2022,"13,435","9,082",180,"15,167","4,297",78
24/01/2021,"1,949","2,590",0,"3,903",0,42
02/12/2021,"11,386","6,669",185,"12,560","3,815",64
07/02/2022,"11,886","5,832",136,"11,005","5,760",53
08/08/2022,"13,260","8,249",224,"15,030","4,586",66
27/06/2022,"11,424","7,787",218,"13,919","2,678",66
17/07/2023,"14,797","10,018",383,"17,549","2,033",87
18/07/2019,"14,092","10,938",396,"20,989",0,0
03/04/2021,"2,445","4,380",0,"5,352",0,22
02/07/2021,"10,127","7,741",203,"12,920",0,37
18/06/2023,"2,206","4,128",0,"5,846",0,18
02/04/2020,"2,648","1,364",54,"3,201",53,1
11/12/2022,"2,424","4,662",0,"5,876",0,24
17/06/2021,"15,189","9,338",320,"17,070","4,969",68
27/04/2023,"16,872","11,389",362,"20,509","5,453",101
28/07/2024,"2,657","4,446",0,"6,798",0,20
25/11/2019,"17,086","11,115",451,"23,151","5,426",121
18/10/2020,"1,897","2,913",0,"4,101",0,13
16/11/2021,"10,946","5,979",165,"11,113","4,641",50
15/11/2021,"10,197","5,165",154,"9,988","4,451",80
09/12/2023,"4,016","6,021",0,"7,978",0,10
10/12/2019,"16,469","11,255",437,"22,691","3,831",0
08/05/2024,"18,132","11,744",369,"20,586","5,456",101
22/08/2024,"15,692","11,103",315,"20,190","1,804",92
15/12/2023,"13,820","10,948",210,"16,933",593,55
04/03/2020,"18,430","11,417",470,"25,248","6,040",137
17/11/2023,"15,668","10,600",252,"18,380","4,572",67
13/10/2023,"16,430","11,369",260,"19,439","4,977",68
14/03/2024,"19,016","12,133",373,"22,077","6,188",122
16/10/2023,"15,484","9,830",338,"18,415","5,125",83
22/10/2019,"18,951","12,425",464,"25,925","5,661",0
07/08/2020,"10,080","5,185",124,"9,993","4,680",26
24/12/2023,"2,298","3,487",0,"4,827",0,12
04/08/2022,"9,753","6,280",157,"11,787","3,258",58
